Country,Year,Value
Czech Republic,2012,0
Czech Republic,2013,0
Denmark,2010,17255.422
Denmark,2011,17005.381
Denmark,2012,20747.154
Denmark,2013,27250.716
Denmark,2014,30210.067
Denmark,2015,22776
Denmark,2016,21178.192
Denmark,2017,24849.401
Denmark,2018,21903.997
Denmark,2019,11830.134
Denmark,2020,10860.155
Denmark,2010,170124.606
Denmark,2011,159583.881
Denmark,2012,153541.229
Denmark,2013,142491.23
Denmark,2014,119765.221
Denmark,2015,149202
Denmark,2016,156175.295
Denmark,2017,162583.248
Denmark,2018,163122.695
Denmark,2019,174894.551
Denmark,2020,186845.38
Denmark,2010,930.873
Denmark,2011,448.201
Denmark,2012,520.6
Denmark,2013,1144.506
Denmark,2014,8917.809
Denmark,2015,15160
Denmark,2016,17291.369
Denmark,2017,11929.132
Denmark,2018,10674.294
Denmark,2019,10572.002
Denmark,2020,7902.797
Denmark,2010,867884.211
Denmark,2011,887898.174
Denmark,2012,913142.647
Denmark,2013,794040.779
Denmark,2014,932586.188
Denmark,2015,890583
Denmark,2016,975720.818
Denmark,2017,994307.73
Denmark,2018,1006417.808
Denmark,2019,1131123.371
Denmark,2020,1357230.199
Denmark,2010,108248.352
Denmark,2011,166073.166
Denmark,2012,155933.678
Denmark,2013,125511.286
Denmark,2014,195000.927
Denmark,2015,137589
Denmark,2016,168010.234
Denmark,2017,160696.057
Denmark,2018,150625.263
Denmark,2019,181954.165
Denmark,2020,330041.355
Denmark,2010,9613.712
Denmark,2011,8925.135
Denmark,2012,9568.84
Denmark,2013,9661.177
Denmark,2014,9619.873
Denmark,2015,9939
Denmark,2016,10303.02
Denmark,2017,2347.964
Denmark,2018,2390.449
Denmark,2019,2472.383
Denmark,2020,2415.812
Denmark,2010,425670.536
Denmark,2011,420744.208
Denmark,2012,450408.244
Denmark,2013,366790.093
Denmark,2014,422991.051
Denmark,2015,398358
Denmark,2016,437325.949
Denmark,2017,427757.113
Denmark,2018,441067.222
Denmark,2019,492459.92
Denmark,2020,516534.235
Denmark,2010,595795.142
Denmark,2011,580328.089
Denmark,2012,603951.078
Denmark,2013,509281.323
Denmark,2014,542945.393
Denmark,2015,547560
Denmark,2016,593501.245
Denmark,2017,590340.361
Denmark,2018,604189.917
Denmark,2019,667354.471
Denmark,2020,703379.614
Denmark,2010,4023.994
Denmark,2011,3518.814
Denmark,2012,4041.455
Denmark,2013,3589.024
Denmark,2014,2679.405
Denmark,2015,2696
Denmark,2016,1991.85
Denmark,2017,10296.382
Denmark,2018,1935.416
Denmark,2019,2909.596
Denmark,2020,4094.313
Denmark,2010,3074.025
Denmark,2011,2959.722
Denmark,2012,3666.158
Denmark,2013,5034.588
Denmark,2014,4935.157
Denmark,2015,3334.7
Denmark,2016,3002.806
Denmark,2017,4002.996
Denmark,2018,3359.818
Denmark,2019,1772.066
Denmark,2020,1792.815
Denmark,2010,30307.414
Denmark,2011,27774.972
Denmark,2012,27131.74
Denmark,2013,26325.351
Denmark,2014,19565.005
Denmark,2015,21845.095
Denmark,2016,22143.729
Denmark,2017,26190.578
Denmark,2018,25021.121
Denmark,2019,26197.899
Denmark,2020,30844.787
Denmark,2010,165.833
Denmark,2011,78.008
Denmark,2012,91.993
Denmark,2013,211.448
Denmark,2014,1456.825
Denmark,2015,2219.619
Denmark,2016,2451.703
Denmark,2017,1921.667
Denmark,2018,1637.312
Denmark,2019,1583.607
Denmark,2020,1304.609
Denmark,2010,154612.12
Denmark,2011,154535.327
Denmark,2012,161358.281
Denmark,2013,146699.573
Denmark,2014,152348.513
Denmark,2015,130392.826
Denmark,2016,138345.17
Denmark,2017,160173.29
Denmark,2018,154372.766
Denmark,2019,169433.84
Denmark,2020,224054.114
Denmark,2010,19284.263
Denmark,2011,28904.408
Denmark,2012,27554.501
Denmark,2013,23188.295
Denmark,2014,31855.609
Denmark,2015,20144.802
Denmark,2016,23821.778
Denmark,2017,25886.569
Denmark,2018,23104.16
Denmark,2019,27255.376
Denmark,2020,54483.848
Denmark,2010,1712.667
Denmark,2011,1553.386
Denmark,2012,1690.877
Denmark,2013,1784.909
Denmark,2014,1571.515
Denmark,2015,1455.198
Denmark,2016,1460.841
Denmark,2017,378.234
Denmark,2018,366.667
Denmark,2019,370.345
Denmark,2020,398.807
Denmark,2010,75832.494
Denmark,2011,73228.942
Denmark,2012,79590.084
Denmark,2013,67764.719
Denmark,2014,69100.378
Denmark,2015,58324.744
Denmark,2016,62007.422
Denmark,2017,68907.504
Denmark,2018,67654.573
Denmark,2019,73766.821
Denmark,2020,85270.443
Denmark,2010,106139.907
Denmark,2011,101003.914
Denmark,2012,106722.107
Denmark,2013,94090.07
Denmark,2014,88696.277
Denmark,2015,80169.839
Denmark,2016,84151.152
Denmark,2017,95098.082
Denmark,2018,92675.694
Denmark,2019,99964.72
Denmark,2020,116115.229
Denmark,2010,716.868
Denmark,2011,612.436
Denmark,2012,714.152
Denmark,2013,663.075
Denmark,2014,437.711
Denmark,2015,394.729
Denmark,2016,282.42
Denmark,2017,1658.647
Denmark,2018,296.87
Denmark,2019,435.836
Denmark,2020,675.897
Finland,2010,9672
Finland,2011,6386.08
Finland,2012,5716
Finland,2013,4711
Finland,2014,3973
Finland,2015,3157.29
Finland,2016,3148.95
Finland,2017,3065.07
Finland,2018,3352.779
Finland,2019,3672.4
Finland,2020,4834.39
Finland,2010,148056
Finland,2011,83418.87
Finland,2012,90648
Finland,2013,98362
Finland,2014,104148
Finland,2015,103342.53
Finland,2016,110117.94
Finland,2017,117252.21
Finland,2018,115444.197
Finland,2019,124943.48
Finland,2020,133878.28
Finland,2010,8752
Finland,2011,6805.76
Finland,2012,8271
Finland,2013,8975
Finland,2014,11376
Finland,2015,11271.86
Finland,2016,11828.75
Finland,2017,11756.38
Finland,2018,12899.668
Finland,2019,13488.18
Finland,2020,14269.26
Finland,2010,12991
Finland,2011,11343.41
Finland,2012,12080
Finland,2013,12625
Finland,2014,12312
Finland,2015,11994.44
Finland,2016,12706.94
Finland,2017,13097.05
Finland,2018,13710.404
Finland,2019,14539.75
Finland,2020,15683.44
Finland,2010,45147
Finland,2011,26460.07
Finland,2012,28282
Finland,2013,30613
Finland,2014,32235
Finland,2015,33036.97
Finland,2016,34448.34
Finland,2017,33618.88
Finland,2018,32260.281
Finland,2019,31173.04
Finland,2020,29424.24
Finland,2010,1063
Finland,2011,5893.24
Finland,2012,5003
Finland,2013,3895
Finland,2014,3798
Finland,2015,3795.48
Finland,2016,3265.8
Finland,2017,4679.96
Finland,2018,4763.314
Finland,2019,3606.14
Finland,2020,5496.6
Finland,2010,12923.726
Finland,2011,8262.949
Finland,2012,7541.69
Finland,2013,6496.94
Finland,2014,4823.619
Finland,2015,3437.342
Finland,2016,3319.308
Finland,2017,3675.938
Finland,2018,3838.932
Finland,2019,4125.574
Finland,2020,5932.28
Finland,2010,197832.427
Finland,2011,107935.676
Finland,2012,119600.971
Finland,2013,135651.034
Finland,2014,126446.087
Finland,2015,112509.012
Finland,2016,116075.321
Finland,2017,140620.575
Finland,2018,132183.606
Finland,2019,140361.505
Finland,2020,164282.037
Finland,2010,11694.422
Finland,2011,8805.973
Finland,2012,10912.757
Finland,2013,12377.423
Finland,2014,13811.602
Finland,2015,12271.674
Finland,2016,12468.685
Finland,2017,14099.427
Finland,2018,14770.12
Finland,2019,15152.621
Finland,2020,17509.809
Finland,2010,17358.574
Finland,2011,14677.238
Finland,2012,15938.352
Finland,2013,17411.138
Finland,2014,14947.999
Finland,2015,13058.347
Finland,2016,13394.385
Finland,2017,15707.292
Finland,2018,15698.413
Finland,2019,16333.955
Finland,2020,19245.149
Finland,2010,60325.421
Finland,2011,34236.685
Finland,2012,37315.271
Finland,2013,42218.388
Finland,2014,39136.514
Finland,2015,35967.349
Finland,2016,36311.995
Finland,2017,40319.123
Finland,2018,36938.022
Finland,2019,35019.793
Finland,2020,36106.485
Finland,2010,1420.381
Finland,2011,7625.263
Finland,2012,6600.958
Finland,2013,5371.595
Finland,2014,4611.152
Finland,2015,4132.139
Finland,2016,3442.48
Finland,2017,5612.676
Finland,2018,5453.995
Finland,2019,4051.138
Finland,2020,6744.878
France,2010,4000
France,2011,5000
France,2012,6700
France,2013,8600
France,2014,10372.711
France,2015,12181.454
France,2016,14000
France,2017,15971
France,2018,16600
France,2019,31800
France,2020,58513
France,2010,5344.8
France,2011,6469.5
France,2012,8839.98
France,2013,11860.26
France,2014,12593.508
France,2015,13261.949
France,2016,14757.4
France,2017,19154.02
France,2018,19007
France,2019,35724.12
France,2020,71801.302
Germany,2010,54359.4
Germany,2011,55588.134
Germany,2012,65658.002
Germany,2013,74142.912
Germany,2014,82670.117
Germany,2015,89667.77
Germany,2016,100939.63
Germany,2017,111178.23
Germany,2018,120209.78
Germany,2019,133424.95
Germany,2020,148276.56
Germany,2010,31139.536
Germany,2011,30127.939
Germany,2012,30943.494
Germany,2013,27520.454
Germany,2014,27441.911
Germany,2015,25574.01
Germany,2016,24035.99
Germany,2017,22025.35
Germany,2018,20915.1
Germany,2019,21225.53
Germany,2020,21077.53
Germany,2010,140158.306
Germany,2011,149093.689
Germany,2012,167584.892
Germany,2013,171801.715
Germany,2014,194550.592
Germany,2015,202238.84
Germany,2016,215645.49
Germany,2017,225902.22
Germany,2018,234537.57
Germany,2019,258608.17
Germany,2020,275828.02
Germany,2010,1269.277
Germany,2011,1965.625
Germany,2012,2164.245
Germany,2013,131.826
Germany,2014,4532.696
Germany,2015,5717.29
Germany,2016,6735.3
Germany,2017,7422.21
Germany,2018,8529.08
Germany,2019,11998.51
Germany,2020,14650.96
Germany,2010,3855.614
Germany,2011,3775.928
Germany,2012,4002.925
Germany,2013,4585.441
Germany,2014,5140.953
Germany,2015,5672.91
Germany,2016,6272.49
Germany,2017,6754.1
Germany,2018,7269.11
Germany,2019,7745.28
Germany,2020,8109.47
Germany,2010,797.104
Germany,2011,909.13
Germany,2012,894.957
Germany,2013,921.629
Germany,2014,641.34
Germany,2015,315.01
Germany,2016,433.85
Germany,2017,387.01
Germany,2018,593.81
Germany,2019,334.23
Germany,2020,378.83
Germany,2010,45103.25
Germany,2011,52265.818
Germany,2012,59868.901
Germany,2013,60126.613
Germany,2014,70071.198
Germany,2015,69344.93
Germany,2016,71867.69
Germany,2017,71820.72
Germany,2018,70413.78
Germany,2019,76736.24
Germany,2020,76474.08
Germany,2010,2217.909
Germany,2011,3248.234
Germany,2012,2285.317
Germany,2013,2845.399
Germany,2014,2849.244
Germany,2015,4369.3
Germany,2016,3421.49
Germany,2017,3813.92
Germany,2018,3660.57
Germany,2019,3813.86
Germany,2020,3008.22
Germany,2010,280.788
Germany,2011,382.07
Germany,2012,533.124
Germany,2013,610.597
Germany,2014,750.315
Germany,2015,1003.93
Germany,2016,1286.08
Germany,2017,1665.44
Germany,2018,1989.29
Germany,2019,2448.08
Germany,2020,2872.63
Germany,2010,1275.199
Germany,2011,2069.558
Germany,2012,2715.049
Germany,2013,3537.335
Germany,2014,4050.664
Germany,2015,4578.87
Germany,2016,4085.21
Germany,2017,4801.96
Germany,2018,6139.77
Germany,2019,6331.89
Germany,2020,5202.24
Germany,2010,19852.842
Germany,2011,20316.059
Germany,2012,26244.379
Germany,2013,28340.035
Germany,2014,33807.779
Germany,2015,36891.38
Germany,2016,41188.27
Germany,2017,45537.72
Germany,2018,46294.28
Germany,2019,49661.21
Germany,2020,55084.36
Germany,2010,6373.834
Germany,2011,4507.007
Germany,2012,5771.62
Germany,2013,6801.303
Germany,2014,8546.911
Germany,2015,9625.62
Germany,2016,11953.54
Germany,2017,13416.89
Germany,2018,11821.58
Germany,2019,14749.94
Germany,2020,16959.46
Germany,2010,24087.401
Germany,2011,25624.857
Germany,2012,27722.652
Germany,2013,32106.25
Germany,2014,31650.233
Germany,2015,33244.38
Germany,2016,37261.72
Germany,2017,39805.04
Germany,2018,47889.61
Germany,2019,53024.7
Germany,2020,59722.71
Germany,2010,72635.03
Germany,2011,71925.487
Germany,2012,86629.168
Germany,2013,102250.49
Germany,2014,100369.789
Germany,2015,97621.301
Germany,2016,106400.464
Germany,2017,133336.051
Germany,2018,137640.198
Germany,2019,149889.589
Germany,2020,181950.167
Germany,2010,41608.648
Germany,2011,38982.54
Germany,2012,40826.845
Germany,2013,37953.459
Germany,2014,33317.224
Germany,2015,27842.425
Germany,2016,25336.337
Germany,2017,26415.002
Germany,2018,23947.79
Germany,2019,23844.76
Germany,2020,25864.237
Germany,2010,187279.528
Germany,2011,192912.325
Germany,2012,221111.507
Germany,2013,236931.745
Germany,2014,236203.874
Germany,2015,220177.425
Germany,2016,227311.911
Germany,2017,270924.532
Germany,2018,268545.518
Germany,2019,290520.418
Germany,2020,338468.563
Germany,2010,1696.008
Germany,2011,2543.322
Germany,2012,2855.504
Germany,2013,181.802
Germany,2014,5503.146
Germany,2015,6224.414
Germany,2016,7099.68
Germany,2017,8901.456
Germany,2018,9765.797
Germany,2019,13479.126
Germany,2020,17978.193
Germany,2010,5151.871
Germany,2011,4885.673
Germany,2012,5281.459
Germany,2013,6323.781
Germany,2014,6241.631
Germany,2015,6176.097
Germany,2016,6611.832
Germany,2017,8100.192
Germany,2018,8323.131
Germany,2019,8701.048
Germany,2020,9951.131
Germany,2010,1065.09
Germany,2011,1176.323
Germany,2012,1180.806
Germany,2013,1271.019
Germany,2014,778.651
Germany,2015,342.951
Germany,2016,457.321
Germany,2017,464.141
Germany,2018,679.912
Germany,2019,375.474
Germany,2020,464.862
Germany,2010,60266.962
Germany,2011,67626.742
Germany,2012,78991.028
Germany,2013,82920.613
Germany,2014,85073.442
Germany,2015,75495.825
Germany,2016,75755.732
Germany,2017,86134.589
Germany,2018,80623.778
Germany,2019,86205.492
Germany,2020,93841.344
Germany,2010,2963.57
Germany,2011,4202.89
Germany,2012,3015.248
Germany,2013,3924.09
Germany,2014,3459.267
Germany,2015,4756.857
Germany,2016,3606.593
Germany,2017,4574.034
Germany,2018,4191.353
Germany,2019,4284.49
Germany,2020,3691.387
Germany,2010,375.189
Germany,2011,494.36
Germany,2012,703.404
Germany,2013,842.074
Germany,2014,910.957
Germany,2015,1092.979
Germany,2016,1355.657
Germany,2017,1997.362
Germany,2018,2277.737
Germany,2019,2750.173
Germany,2020,3525.004
Germany,2010,1703.921
Germany,2011,2677.801
Germany,2012,3582.236
Germany,2013,4878.339
Germany,2014,4917.911
Germany,2015,4985.016
Germany,2016,4306.22
Germany,2017,5758.991
Germany,2018,7030.037
Germany,2019,7113.245
Germany,2020,6383.669
Germany,2010,26527.367
Germany,2011,26286.949
Germany,2012,34626.834
Germany,2013,39083.742
Germany,2014,41046.024
Germany,2015,40163.645
Germany,2016,43416.555
Germany,2017,54613.388
Germany,2018,53006.951
Germany,2019,55789.403
Germany,2020,67594.018
Germany,2010,8516.717
Germany,2011,5831.616
Germany,2012,7615.075
Germany,2013,9379.677
Germany,2014,10376.805
Germany,2015,10479.412
Germany,2016,12600.227
Germany,2017,16090.876
Germany,2018,13535.709
Germany,2019,16570.083
Germany,2020,20810.953
Germany,2010,32185.585
Germany,2011,33156.003
Germany,2012,36577.267
Germany,2013,44277.73
Germany,2014,38426.548
Germany,2015,36193.157
Germany,2016,39277.579
Germany,2017,47738.184
Germany,2018,54833.603
Germany,2019,59567.948
Germany,2020,73285.737
Greece,2010,5.132
Greece,2011,6.093
Greece,2012,10.74
Greece,2013,391.872
Greece,2014,173.07
Greece,2016,293
Greece,2017,278.47
Greece,2018,263.884
Greece,2019,291
Greece,2020,365
Greece,2010,0
Greece,2011,6.573
Greece,2012,8.916
Greece,2013,207.582
Greece,2014,302.046
Greece,2010,52.971
Greece,2011,73.134
Greece,2012,85.99
Greece,2013,979.029
Greece,2014,1089.01
Greece,2015,1135
Greece,2016,1189.751
Greece,2017,1338.224
Greece,2018,1383.74
Greece,2019,1557.766
Greece,2020,1643
Greece,2010,1.129
Greece,2011,1.276
Greece,2012,1.346
Greece,2013,26.024
Greece,2014,40.383
Greece,2016,24
Greece,2017,17.718
Greece,2018,24.594
Greece,2019,23
Greece,2020,3
Greece,2012,0
Greece,2013,8.631
Greece,2014,12.303
Greece,2010,25.521
Greece,2011,31.769
Greece,2012,22.984
Greece,2013,110.341
Greece,2014,353.276
Greece,2010,25.521
Greece,2011,38.342
Greece,2012,31.899
Greece,2013,317.923
Greece,2014,655.321
Greece,2016,731
Greece,2017,785.141
Greece,2018,756.457
Greece,2019,805
Greece,2020,744
Greece,2010,19.575
Greece,2011,27.055
Greece,2012,39.861
Greece,2013,209.268
Greece,2014,159.612
Greece,2016,53
Greece,2017,104.456
Greece,2018,173.977
Greece,2019,188
Greece,2020,213
Greece,2010,6.857
Greece,2011,7.884
Greece,2012,14.17
Greece,2013,540.431
Greece,2014,210.124
Greece,2016,308.851
Greece,2017,333.969
Greece,2018,302.147
Greece,2019,326.909
Greece,2020,447.892
Greece,2010,0
Greece,2011,8.505
Greece,2012,11.763
Greece,2013,286.276
Greece,2014,366.713
Greece,2010,70.78
Greece,2011,94.629
Greece,2012,113.455
Greece,2013,1350.179
Greece,2014,1322.167
Greece,2015,1235.675
Greece,2016,1254.117
Greece,2017,1604.932
Greece,2018,1584.382
Greece,2019,1749.994
Greece,2020,2016.125
Greece,2010,1.509
Greece,2011,1.651
Greece,2012,1.776
Greece,2013,35.889
Greece,2014,49.029
Greece,2016,25.298
Greece,2017,21.25
Greece,2018,28.16
Greece,2019,25.838
Greece,2020,3.681
Greece,2012,0
Greece,2013,11.904
Greece,2014,14.937
Greece,2010,34.101
Greece,2011,41.106
Greece,2012,30.324
Greece,2013,152.172
Greece,2014,428.912
Greece,2010,34.101
Greece,2011,49.611
Greece,2012,42.088
Greece,2013,438.448
Greece,2014,795.625
Greece,2016,770.547
Greece,2017,941.619
Greece,2018,866.144
Greece,2019,904.337
Greece,2020,912.962
Greece,2010,26.156
Greece,2011,35.007
Greece,2012,52.592
Greece,2013,288.602
Greece,2014,193.785
Greece,2016,55.867
Greece,2017,125.274
Greece,2018,199.203
Greece,2019,211.199
Greece,2020,261.372
Hungary,2010,1248145
Hungary,2011,260069
Hungary,2012,274772.339
Hungary,2013,277252.336
Hungary,2014,309621.986
Hungary,2015,326322.811
Hungary,2016,384955.341
Hungary,2017,438441.292
Hungary,2018,413880.683
Hungary,2019,489068.464
Hungary,2020,544916.466
Hungary,2010,157142
Hungary,2011,49694
Hungary,2012,65717.742
Hungary,2013,57140.022
Hungary,2014,74202.882
Hungary,2015,80509.43
Hungary,2016,74309.884
Hungary,2017,44922.58
Hungary,2018,31853.473
